x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499
57,15,104,54,199,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,104,2,199,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,104,2,199,54,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,12,9,101,2,262,54,17,49,30,1,6,565,563,22,1006,287,7,9,262,54,17,282,130,1,15,85,1,262,54,17,282,338,1,60,15,23,57,1,40,26,53,1,67,15,188,151,1,106,87,1,10,10,601,80,1,252,325,387,25,2305,510,167,5,329,3,3631,288,25,1021,126,3268,25,3730,25,25,10,25,252,116,8,47,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,722,15,217,101,37,279,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,101,2,279,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,101,2,279,37,17,49,6,84,7,30,1,19,274,6,676,15,274,29,1410,28,7,22,91,6,124,7,18,55,43,12,9,101,2,279,37,17,49,30,1,19,274,6,110,15,45,29,72,28,7,22,274,6,7,18,55,43,9,101,2,279,37,17,49,30,1,19,6,29,28,6,172,47,920,7,7,22,274,6,7,18,55,43,12,9,101,2,279,37,17,49,30,1,19,6,29,28,7,22,18,123,6,98,784,136,515,417,709,1788,7,43,9,101,2,279,37,17,176,133,1,60,16,16,15,23,53,1,2,2,2,2,604,1,2,2,2,2,57,1,15,495,151,1,106,80,1,208,9,152,26,1087,26,118,1,257,226,1,15,495,87,1,29,2030,28,1563,1,75,27,762,25,92,32,12,521,16,436,25,382,1,722,15,217,782,1,722,15,217,1048,1,741,15,217,995,1,2908,519,1,459,1313,1,1585,1,883,1,2,1019,1,656,202,560,95,376,778,1,2,1424,1,2201,1,101,2,279,37,17,1643,85,1,101,2,279,37,17,1643,924,1831,11,173,491,317,75,4490,343,25,3111,17,343,75,1098,3799,1294,2246,39,740,281,25,39,1947,2086,756,12,86,1098,2769,418,11,1011,16,1299,25,75,343,1067,1,39,1433,32,304,19,1513,10,3865,2282,39,940,831,32,1027,64,1052,127,39,2984,20,8,1198,564,10,198,540,3016,39,2819,32,756,32,406,900,10,861,39,3451,32,269,31,884,3885,3424,3852,25,39,2639,83,213,2561,56,8,362,32,269,8,5,3360,1931,1880,25,2639,466,31,2,2082,2,1947,2086,15,86,1320,418,25,25,25,103,16,3802,2758,2088,2281,3455,1011,16,1299,25,6,1900,578,1229,7,60,418,1294,159,1748,25,23,661,3427,3897,20,1134,34,83,48,1312,2,1996,19,5,2963,229,303,25,353,441,103,2904,3524,99,308,1757,4599,64,1205,86,159,25,25,25,25,297,78,1573,3787,8,3317,2282,46,464,25,1433,32,304,10,32,1052,127,10,68,68,583,434,229,1046,390,25,39,23
57,15,495,101,37,121,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,101,2,121,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,101,2,2344,37,17,49,6,84,7,30,1,19,495,6,29,28,7,22,91,6,124,7,18,123,43,12,9,101,2,121,37,17,49,226,1,133,1,60,16,16,15,23,57,1,53,1,15,91,87,1,2097,85,1,104,2,1741,37,17,1966,151,1,106,394,1,107,6,237,7,857,1,237,183,1,98,395,611,4498,732,1,237,80,1,1392,9,530,26,4,4,26,4,4,4,80,1,180,9,152,26,236,26,100,826,2819,2097,2,185,1094,51,2097,3,2819,2097,48,2505,11,343,3,170,863,119,20,221,230,13,1931,10,505,139,430,1235,2,12,105,16,3461,20,115,5,4255,2,5,817,2,5,2390,10,5,20,456,44,432,200,2,20,115,1,41,139,430,817,10,5,4255,1823,3,128,790,1527,5,386,2,117,20,76,78,115,5,4183,10,938,10,5,333,27,141,16,27,13,3680,11,16,2,10,5,141,1781,27,20,76,78,56,13,938,10,4183,39,134,48,61,356,943,3,194,2654,194,93,772,58,77,32,1620,21,13,367,2890,2375,39,93,56,5,323,333,35,5,323,1074,11,817,31,523,1000,35,93,3958,556,8,831,663,655,3612,71,3,173,127,59,47,1956,264,13,831,609,10,6,7,3,203,238,8,3118,105,971,59,4577,20,663,655,503,3,769,487,817,31,68,68,1325,3203,1914,1,16,4454,388,139,430,1,16,4454,388,767,430,6,31,7,141,1,16,4454,31,11,71,725,68,1119,3020,2,36,140,574,5,471,11,817,31,10,149,233,51,4226,3,83,574,13,1784,1180,1079,8,456,204,66,10,36,213,198,66,725,3,4215,141,206,20,8,184,33,5,817,36,1826,259,3593,3,36,82,13,476,219,36,1826,5,881,2,117,36,82,1830,3,1482,12,32,298,10,513,806,5,267,221,383,3,803,4667,12,63,1926,245,3,173,1509,11,660,8,89,82,1007,8,334,3,36,213,2930,47,1312,19,20,21,306,3,1927,92,5,448,233,2,3020,3,53,728,212,1075,21,4,4,4,80,1,9,3296,26
57,1670,15,201,37,262,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,201,2,262,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,201,2,262,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,201,2,262,37,17,49,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,12,9,201,2,262,37,17,49,133,1,60,15,158,23,57,1,40,1670,15,26,53,1,67,15,188,604,1,87,1,1895,16,21,108,307,889,58,313,382,1,40,1670,15,26,151,1,106,80,1,208,9,152,26,236,26,85,1,201,2,262,37,17,724,183,1,98,395,611,4701,394,1,86,3388,83,172,56,1000,38,186,372,10,2940,44,3,36,261,36,438,39,290,1026,25,1030,2,165,362,13,367,8,420,38,1025,3,36,82,219,5,1760,1135,11,38,186,1540,21,68,10,44,790,25,317,3667,155,864,10,1677,155,2,1191,21,38,186,27,184,1283,2,551,10,364,469,5,2934,11,4411,156,146,261,476,105,823,672,3,359,5,858,1135,27,2700,4278,25,36,213,150,20,13,2481,3,3663,486,1472,229,216,4729,25,39,1072,181,44,840,8,5,1025,39,10,20,59,61,3118,967,13,27,914,46,61,2,146,27,2234,2,46,967,20,517,32,637,701,46,61,3,740,2,36,261,181,20,48,1727,3,36,513,2432,8,108,11,242,372,845,3,423,299,910,2,630,140,400,1,40,83,2970,832,16,547,8,13,1407,12,99,766,18,32,2721,3,324,5,3,26,2723,148,2,163,997,316,20,946,278,40,26,582,19,2,36,3710,328,299,33,36,259,33,3625,3,36,65,61,4938,316,36,187,47,46,181,36,187,47,948,259,36,61,3,240,35,3,128,31,1122,3,1942,1051,11,44,3,128,27,686,3,36,4870,3,2305,260,20,48,1312,10,1514,630,11,681,3,2319,882,1246,1,4024,194,1275,13,330,698,328,191,8,121,516,19,32,313,3,229,216,3082,353,216,1973,25,2748,1576,1973,3985,103,25,25,25,2915,20,576,40,26,2,165,420,5,380,3,75,27,5,1025,20,56,157,4261,105,35,5,347,3,3042
57,3879,15,3925,112,37,341,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,112,2,341,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,112,2,341,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,112,2,341,37,17,49,30,1,19,1301,6,29,28,6,172,47,920,7,7,22,158,6,218,7,18,55,43,12,9,112,2,341,37,17,49,133,1,60,15,158,23,30,1,19,6,7,22,1301,6,3174,12,139,2249,3146,7,18,123,43,60,15,1301,23,9,112,2,341,37,17,258,85,1,112,2,341,37,17,258,57,1,1320,2773,53,1,1310,15,1044,87,1,697,561,5,848,39,317,203,4305,3300,1,3824,3778,1,3826,151,1,106,80,1,180,9,152,26,1201,26,83,48,726,38,350,260,20,48,13,944,11,4165,10,662,51,1,1310,15,1044,53,314,252,325,6,14,1,3790,34,3744,15,1044,64,1133,9,3972,7,46,772,8,38,109,18,1480,21,5,562,497,39,20,541,185,539,5,791,11,38,160,8,47,1614,3,1383,2461,105,5,3450,263,47,2312,8,5,169,21,5,1344,3,52,3764,52,1310,15,1044,52,3819,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,306,15,81,54,171,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,171,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,171,54,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,201,2,228,54,17,49,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,12,9,201,2,228,54,17,49,57,1,306,15,133,1,60,15,158,23,53,1,67,15,2012,85,1,81,2,171,54,17,3670,87,1,306,186,25,183,1,151,1,106,80,1,208,9,152,26,1201,26,1902,1,19,360,8,483,22,91,43,118,1,483,23,23,23,23,23,23,23,1761,23,23,23,23,14,1,23,14,1,23,23,23,23,583,23,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,81,54,171,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,171,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,171,54,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,123,43,12,9,201,2,228,54,17,49,57,1,15,226,1,338,1,60,16,16,15,23,53,1,15,158,87,1,1162,136,1224,39,203,4957,85,1,81,2,171,54,17,3200,1,106,80,1,208,9,152,26,236,26,394,1,107,6,237,7,1375,1,237,183,1,538,1914,12,139,468,732,1,237,118,1,483,1162,136,1224,203,4957,4101,136,1224,12,141,16,2414,474,481,46,550,25,1895,16,86,474,474,481,1822,53,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,112,54,433,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,112,2,433,54,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,112,2,433,54,17,49,6,84,7,30,1,19,751,6,751,29,2353,28,7,22,158,6,218,7,18,55,43,9,112,2,433,54,17,49,57,1,15,30,1,19,6,29,28,7,22,751,6,96,7,18,123,43,9,112,2,433,54,17,111,6,192,7,30,1,19,6,29,28,7,22,4616,18,1654,9,112,2,433,54,17,30,1,19,6,29,28,7,22,18,1775,9,81,2,171,54,17,2324,30,1,19,492,6,7,22,18,1219,9,433,54,17,226,1,338,1,60,16,16,15,23,53,1,15,495,87,1,3,3558,1154,2741,3200,1,106,394,1,107,6,237,7,1375,1,237,183,1,4473,926,4240,732,1,237,85,1,112,2,433,54,17,111,6,192,7,80,1,1392,9,530,26,4,4,26,4,4,4,80,1,208,9,152,26,236,26,118,1,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3830,15,4568,81,37,199,17,88,1,130,1,67,15,289,30,1,19,45,6,131,29,72,28,7,22,277,6,96,7,18,55,43,12,9,81,2,199,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,81,2,199,37,17,49,6,84,7,30,1,19,158,6,296,29,294,28,7,22,91,6,124,7,18,55,43,12,9,81,2,199,37,17,49,30,1,19,4568,6,4568,29,28,7,22,158,6,218,7,18,55,43,12,9,81,2,199,37,17,49,57,1,3830,15,4568,85,1,81,2,199,37,17,111,133,1,60,15,4568,23,53,1,15,226,1,3830,15,4568,87,1,3216,1,1995,2268,325,1433,32,633,3,2847,63,1995,2268,1938,12,32,3947,266,3,583,434,12,13,159,163,1566,1735,3,14,1,3947,3737,575,1710,8,1916,58,5,1316,879,126,3,1433,668,10,32,807,18,13,1333,1995,1938,12,32,1311,2,2,46,2,154,33,13,1105,2676,65,61,1759,20,77,58,830,3,100,2073,244,18,550,175,1062,3,1220,25,268,597,48,52,4072,25,100,426,3431,597,10,2584,2,4304,1408,245,3,272,63,1995,1938,1735,12,32,1311,266,3,1938,689,185,781,1,86,7,3,99,7,2703,3,107,7,3,191,7,1995,2703,3,583,434,12,13,159,163,1566,1735,3,14,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,53,861,659,32,142,19,5,110,2,221,8,1,14,1,212,952,4130,766,12,917,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,495,81,37,99,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,81,2,99,37,17,111,6,192,7,30,1,19,296,29,294,28,22,45,18,552,6,137,7,12,67,15,45,6,138,7,9,81,2,736,37,17,49,6,84,7,30,1,19,6,29,28,7,22,158,6,218,7,18,55,43,12,9,201,2,86,37,17,49,57,1,15,495,30,1,19,6,29,28,7,22,18,98,890,6,7,9,201,2,86,37,17,111,338,1,60,16,16,15,23,53,1,2,2,2,604,1,2,2,2,87,1,1,4340,2982,17,25,85,1,201,2,1535,37,17,1643,151,1,106,226,1,15,495,4197,1,1535,37,17,6,925,7,915,29,28,80,1,180,9,152,26,236,26,118,1,360,1271,4968,42,924,1831,11,173,491,317,75,4490,343,25,60,42,23,1271,3111,17,343,2111,4266,4284,1294,2246,39,740,281,25,39,1947,12,86,1098,2769,418,11,1011,16,1299,25,42,75,343,1067,1,42,39,1433,32,304,19,1513,10,3865,1186,39,940,831,32,1027,64,1052,127,2984,20,8,1198,564,10,198,540,3016,42,9,39,2819,32,756,32,406,900,10,861,39,3451,42,32,269,31,884,3885,3424,3852,25,39,83,213,2561,56,8,362,42,32,269,8,5,3360,1931,1880,25,281,1947,2086,86,1320,418,103,16,3802,2758,2088,2281,3455,12,1011,16,1299,25,60,418,1294,159,1748,25,23,359,170,13,1900,126,1220,1383,99,11,268,1740,64,272,86,288,25,42,297,78,1573,3787,8,3317,2282,46,2209,25,1433,32,10,32,1052,127,10,39,23,583,434,8,728,2401,390,25,60,39,173,109,142,82,2271,19,63,1677,110,3,2946,6,493,677,4855,2850,7,3274,412,39,2847,1330,24,3,94,20,310,8,47,1614,19,38,110,2,252,116,3,94,20,56,1971,1614,10,48,480,4698,38,160,2,20,172,109,71,2850,4695,1831,644,3,100,76,61,3939,838,21,114,2888,46,4678,1040,83,3614,12,32,3047,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,3713,101,54,403,17,88,1,130,1,67,15,320,30,1,19,45,6,45,29,72,28,7,22,348,6,96,7,18,55,43,12,9,101,2,403,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,67,15,45,6,138,7,9,101,2,403,54,17,49,6,84,7,30,1,19,6,29,28,6,172,47,920,7,7,22,91,6,124,7,18,123,43,12,9,101,2,403,54,17,49,133,1,60,15,91,23,30,1,19,6,29,28,7,22,18,123,9,54,2,403,17,176,30,1,19,29,28,22,18,1654,9,54,2,403,17,4177,30,1,19,29,28,22,4616,18,1219,9,54,2,403,17,1966,30,1,19,6,29,28,7,22,18,763,9,54,2,403,17,1966,57,1,2176,53,1,15,91,604,1,87,1,3222,13,665,382,1,2176,151,1,106,80,1,208,9,152,26,236,26,85,1,101,2,403,54,17,49,183,1,538,1914,12,139,468,394,1,86,92,32,266,25,212,405,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
